ID,Primary Cell Line Name,Compound,IC50 (uM)
3472,42-MG-BA,PF2341066,-0.9
3473,42-MG-BA,L-685458,-0.51
3474,42-MG-BA,ZD-6474,-0.9
3475,42-MG-BA,Panobinostat,1.16
3476,42-MG-BA,Sorafenib,-0.9
3477,42-MG-BA,Topotecan,1.41
3478,42-MG-BA,LBW242,-0.9
3479,42-MG-BA,PD-0325901,-0.77
3480,42-MG-BA,Paclitaxel,2.59
3481,42-MG-BA,AZD6244,-0.9
3482,42-MG-BA,PLX4720,-0.9
3483,42-MG-BA,TAE684,-0.45
3484,42-MG-BA,TKI258,0.64
3485,42-MG-BA,Erlotinib,-0.9
3486,MFE-296,AEW541,-0.88
3487,MFE-296,17-AAG,0.48
3488,MFE-296,PHA-665752,-0.9
3489,MFE-296,Lapatinib,-0.9
3490,MFE-296,Nutlin-3,-0.9
3491,MFE-296,AZD0530,-0.72
3492,MFE-296,PF2341066,-0.9
3493,MFE-296,L-685458,-0.9
3494,MFE-296,ZD-6474,-0.26
3495,MFE-296,Panobinostat,1.22
3496,MFE-296,Sorafenib,-0.9
3497,MFE-296,Topotecan,1.18
3498,MFE-296,LBW242,-0.9
3499,MFE-296,PD-0325901,-0.89
3500,MFE-296,Paclitaxel,2.21
3501,MFE-296,AZD6244,-0.9
3502,MFE-296,PLX4720,-0.9
3503,MFE-296,RAF265,0.15
3504,MFE-296,TAE684,-0.82
3505,MFE-296,TKI258,-0.41
3506,MFE-296,Erlotinib,-0.9
3507,NCI-H1573,AEW541,-0.9
3508,NCI-H1573,Nilotinib,-0.9
3509,NCI-H1573,17-AAG,0.89
3510,NCI-H1573,PHA-665752,-0.9
3511,NCI-H1573,Lapatinib,-0.9
3512,NCI-H1573,Nutlin-3,-0.9
3513,NCI-H1573,AZD0530,-0.9
3514,NCI-H1573,PF2341066,-0.9
3515,NCI-H1573,L-685458,-0.9
3516,NCI-H1573,ZD-6474,-0.9
3517,NCI-H1573,Panobinostat,0.91
3518,NCI-H1573,Sorafenib,-0.9
3519,NCI-H1573,Topotecan,-0.9
3520,NCI-H1573,LBW242,-0.9
3521,NCI-H1573,PD-0325901,-0.2
3522,NCI-H1573,PD-0332991,-0.9
3523,NCI-H1573,Paclitaxel,1.83
3524,NCI-H1573,AZD6244,-0.9
3525,NCI-H1573,PLX4720,-0.9
3526,NCI-H1573,RAF265,-0.82
3527,NCI-H1573,TAE684,-0.9
3528,NCI-H1573,TKI258,-0.9
3529,NCI-H1573,Erlotinib,-0.9
3530,KARPAS-422,AEW541,-0.52
3531,KARPAS-422,Nilotinib,-0.9
3532,KARPAS-422,17-AAG,0.69
3533,KARPAS-422,PHA-665752,-0.77
3534,KARPAS-422,Lapatinib,-0.9
3535,KARPAS-422,Nutlin-3,-0.9
3536,KARPAS-422,AZD0530,-0.9
3537,KARPAS-422,PF2341066,-0.9
3538,KARPAS-422,L-685458,-0.64
3539,KARPAS-422,ZD-6474,-0.9
3540,KARPAS-422,Panobinostat,1.55
3541,KARPAS-422,Sorafenib,-0.9
3542,KARPAS-422,Irinotecan,0.76
3543,KARPAS-422,Topotecan,1.03
3544,KARPAS-422,LBW242,-0.9
3545,KARPAS-422,PD-0325901,-0.9
3546,KARPAS-422,PD-0332991,-0.9
3547,KARPAS-422,Paclitaxel,-0.9
3548,KARPAS-422,AZD6244,-0.9
3549,KARPAS-422,PLX4720,-0.9
3550,KARPAS-422,RAF265,0.06
3551,KARPAS-422,TAE684,-0.39
3552,KARPAS-422,TKI258,-0.9
3553,KARPAS-422,Erlotinib,-0.9
3554,NCI-H1299,AEW541,-0.73
3555,NCI-H1299,17-AAG,0.57
3556,NCI-H1299,PHA-665752,-0.9
3557,NCI-H1299,Lapatinib,-0.9
3558,NCI-H1299,Nutlin-3,-0.9
3559,NCI-H1299,AZD0530,-0.9
3560,NCI-H1299,PF2341066,-0.9
3561,NCI-H1299,L-685458,-0.9
3562,NCI-H1299,ZD-6474,-0.9
3563,NCI-H1299,Panobinostat,0.82
3564,NCI-H1299,Sorafenib,-0.9
3565,NCI-H1299,Topotecan,0.59
3566,NCI-H1299,LBW242,-0.9
3567,NCI-H1299,PD-0325901,0.36
3568,NCI-H1299,Paclitaxel,1.83
3569,NCI-H1299,AZD6244,-0.9
3570,NCI-H1299,PLX4720,-0.9
3571,NCI-H1299,RAF265,0.14
3572,NCI-H1299,TAE684,-0.63
3573,NCI-H1299,TKI258,-0.71
3574,NCI-H1299,Erlotinib,-0.9
3575,KYSE-510,AEW541,-0.7
3576,KYSE-510,17-AAG,0.76
3577,KYSE-510,PHA-665752,-0.9
3578,KYSE-510,Lapatinib,-0.9
3579,KYSE-510,Nutlin-3,-0.9
3580,KYSE-510,AZD0530,-0.9
3581,KYSE-510,PF2341066,-0.9
3582,KYSE-510,L-685458,-0.9
3583,KYSE-510,ZD-6474,-0.9
3584,KYSE-510,Panobinostat,0.82
3585,KYSE-510,Sorafenib,-0.9
3586,KYSE-510,Topotecan,1.1
3587,KYSE-510,LBW242,-0.9
3588,KYSE-510,PD-0325901,-0.9
3589,KYSE-510,Paclitaxel,2.59
3590,KYSE-510,AZD6244,-0.9
3591,KYSE-510,PLX4720,-0.9
3592,KYSE-510,TAE684,-0.9
3593,KYSE-510,TKI258,-0.9
3594,KYSE-510,Erlotinib,-0.9
3595,NCI-H2444,AEW541,-0.9
3596,NCI-H2444,Nilotinib,-0.9
3597,NCI-H2444,17-AAG,0.57
3598,NCI-H2444,PHA-665752,-0.9
3599,NCI-H2444,Lapatinib,-0.24
3600,NCI-H2444,Nutlin-3,-0.9
3601,NCI-H2444,AZD0530,-0.9
3602,NCI-H2444,PF2341066,-0.9
3603,NCI-H2444,L-685458,-0.9
3604,NCI-H2444,ZD-6474,-0.9
3605,NCI-H2444,Panobinostat,1.11
3606,NCI-H2444,Sorafenib,-0.9
3607,NCI-H2444,Irinotecan,0.21
3608,NCI-H2444,Topotecan,-0.54
3609,NCI-H2444,LBW242,-0.9
3610,NCI-H2444,PD-0325901,0.57
3611,NCI-H2444,PD-0332991,-0.83
3612,NCI-H2444,Paclitaxel,1.44
3613,NCI-H2444,AZD6244,-0.9
3614,NCI-H2444,PLX4720,-0.9
3615,NCI-H2444,RAF265,-0.76
3616,NCI-H2444,TAE684,-0.9
3617,NCI-H2444,TKI258,-0.9
3618,NCI-H2444,Erlotinib,-0.9
3619,PC-14,AEW541,-0.5
3620,PC-14,17-AAG,1
3621,PC-14,PHA-665752,-0.9
3622,PC-14,Lapatinib,-0.33
3623,PC-14,Nutlin-3,-0.9
3624,PC-14,AZD0530,0.51
3625,PC-14,PF2341066,-0.9
3626,PC-14,L-685458,-0.43
3627,PC-14,ZD-6474,0.65
3628,PC-14,Panobinostat,1.11
3629,PC-14,Sorafenib,-0.9
3630,PC-14,Topotecan,0.36
3631,PC-14,LBW242,-0.9
3632,PC-14,PD-0325901,-0.9
3633,PC-14,Paclitaxel,2.39
3634,PC-14,AZD6244,-0.9
3635,PC-14,PLX4720,-0.9
3636,PC-14,TAE684,-0.3
3637,PC-14,TKI258,-0.62
3638,PC-14,Erlotinib,1.19
3639,RL95-2,AEW541,-0.71
3640,RL95-2,Nilotinib,-0.9
3641,RL95-2,17-AAG,1.43
3642,RL95-2,PHA-665752,-0.9
3643,RL95-2,Lapatinib,-0.48
3644,RL95-2,Nutlin-3,-0.9
3645,RL95-2,AZD0530,-0.32
3646,RL95-2,PF2341066,-0.64
3647,RL95-2,L-685458,-0.9
3648,RL95-2,ZD-6474,-0.57
3649,RL95-2,Panobinostat,1.44
3650,RL95-2,Sorafenib,-0.9
3651,RL95-2,Irinotecan,-0.33
3652,RL95-2,Topotecan,-0.56
3653,RL95-2,LBW242,-0.9
3654,RL95-2,PD-0325901,1.2
3655,RL95-2,PD-0332991,-0.9
3656,RL95-2,Paclitaxel,2.6
3657,RL95-2,AZD6244,-0.18
3658,RL95-2,PLX4720,-0.9
3659,RL95-2,RAF265,0.53
3660,RL95-2,TAE684,-0.13
3661,RL95-2,TKI258,-0.54
3662,RL95-2,Erlotinib,-0.49
3663,SK-OV-3,AEW541,-0.75
3664,SK-OV-3,Nilotinib,-0.9
3665,SK-OV-3,17-AAG,0.93
3666,SK-OV-3,PHA-665752,-0.9
3667,SK-OV-3,Lapatinib,0.01
3668,SK-OV-3,Nutlin-3,-0.9
3669,SK-OV-3,AZD0530,-0.41
3670,SK-OV-3,PF2341066,-0.9
3671,SK-OV-3,L-685458,-0.9
3672,SK-OV-3,ZD-6474,-0.9
3673,SK-OV-3,Panobinostat,0.85
3674,SK-OV-3,Sorafenib,-0.9
3675,SK-OV-3,Irinotecan,0.52
3676,SK-OV-3,Topotecan,0.21
3677,SK-OV-3,LBW242,0.34
3678,SK-OV-3,PD-0325901,-0.9
3679,SK-OV-3,PD-0332991,-0.9
3680,SK-OV-3,Paclitaxel,1.86
3681,SK-OV-3,AZD6244,-0.9
3682,SK-OV-3,PLX4720,-0.9
3683,SK-OV-3,RAF265,0.62
3684,SK-OV-3,TAE684,-0.9
3685,SK-OV-3,TKI258,-0.24
3686,SK-OV-3,Erlotinib,-0.9
3687,GMS-10,AEW541,-0.9
3688,GMS-10,Nilotinib,-0.9
3689,GMS-10,17-AAG,0.61
3690,GMS-10,PHA-665752,-0.9
3691,GMS-10,Lapatinib,-0.9
3692,GMS-10,Nutlin-3,-0.9
3693,GMS-10,AZD0530,-0.9
3694,GMS-10,PF2341066,-0.9
3695,GMS-10,L-685458,-0.9
3696,GMS-10,ZD-6474,-0.9
3697,GMS-10,Panobinostat,0.69
3698,GMS-10,Sorafenib,-0.9
3699,GMS-10,Irinotecan,-0.45
3700,GMS-10,Topotecan,-0.65
3701,GMS-10,LBW242,-0.9
3702,GMS-10,PD-0325901,-0.9
3703,GMS-10,PD-0332991,-0.9
3704,GMS-10,Paclitaxel,1.99
3705,GMS-10,AZD6244,-0.9
3706,GMS-10,PLX4720,-0.9
3707,GMS-10,RAF265,-0.72
3708,GMS-10,TAE684,-0.8
3709,GMS-10,TKI258,-0.9
3710,GMS-10,Erlotinib,-0.9
3711,JHH-2,AEW541,-0.9
3712,JHH-2,Nilotinib,-0.9
3713,JHH-2,17-AAG,-0.9
3714,JHH-2,PHA-665752,-0.9
3715,JHH-2,Lapatinib,-0.9
3716,JHH-2,Nutlin-3,-0.9
3717,JHH-2,AZD0530,-0.36
3718,JHH-2,PF2341066,-0.9
3719,JHH-2,L-685458,-0.9
3720,JHH-2,ZD-6474,-0.65
3721,JHH-2,Panobinostat,1.1
3722,JHH-2,Sorafenib,-0.9
3723,JHH-2,Irinotecan,0.07
3724,JHH-2,Topotecan,-0.9
3725,JHH-2,LBW242,-0.9
3726,JHH-2,PD-0325901,-0.79
3727,JHH-2,PD-0332991,-0.9
3728,JHH-2,Paclitaxel,0.88
3729,JHH-2,AZD6244,-0.9
3730,JHH-2,PLX4720,-0.9
3731,JHH-2,RAF265,-0.9
3732,JHH-2,TAE684,-0.9
3733,JHH-2,TKI258,-0.87
3734,JHH-2,Erlotinib,-0.9
3735,SNU-387,AEW541,-0.9
3736,SNU-387,17-AAG,0.47
3737,SNU-387,PHA-665752,-0.9
3738,SNU-387,Lapatinib,-0.9
3739,SNU-387,Nutlin-3,-0.9
3740,SNU-387,AZD0530,-0.9
3741,SNU-387,PF2341066,-0.9
3742,SNU-387,L-685458,-0.9
3743,SNU-387,ZD-6474,-0.9
3744,SNU-387,Panobinostat,0.83
3745,SNU-387,Sorafenib,-0.9
3746,SNU-387,Topotecan,-0.9
3747,SNU-387,LBW242,-0.9
3748,SNU-387,PD-0325901,-0.9
3749,SNU-387,Paclitaxel,1.8
3750,SNU-387,AZD6244,-0.9
3751,SNU-387,PLX4720,-0.9
3752,SNU-387,TAE684,-0.9
3753,SNU-387,TKI258,-0.9
3754,SNU-387,Erlotinib,-0.9
3755,G-402,AEW541,-0.9
3756,G-402,17-AAG,1.13
3757,G-402,PHA-665752,-0.9
3758,G-402,Lapatinib,-0.9
3759,G-402,Nutlin-3,-0.9
3760,G-402,AZD0530,-0.56
3761,G-402,PF2341066,-0.85
3762,G-402,L-685458,-0.9
3763,G-402,ZD-6474,-0.85
3764,G-402,Panobinostat,0.95
3765,G-402,Sorafenib,-0.17
3766,G-402,Topotecan,1.17
3767,G-402,LBW242,-0.9
3768,G-402,PD-0325901,-0.9
3769,G-402,Paclitaxel,2.51
3770,G-402,AZD6244,-0.9
3771,G-402,PLX4720,-0.9
3772,G-402,RAF265,-0.13
3773,G-402,TAE684,-0.9
3774,G-402,TKI258,-0.36
3775,G-402,Erlotinib,-0.9
3776,TE-1,AEW541,-0.79
3777,TE-1,17-AAG,1.13
3778,TE-1,PHA-665752,-0.9
3779,TE-1,Lapatinib,-0.9
3780,TE-1,Nutlin-3,-0.9
3781,TE-1,AZD0530,-0.86
3782,TE-1,PF2341066,-0.9
3783,TE-1,L-685458,-0.9
3784,TE-1,ZD-6474,-0.9
3785,TE-1,Panobinostat,1.54
3786,TE-1,Sorafenib,-0.9
3787,TE-1,Topotecan,-0.01
3788,TE-1,LBW242,-0.9
3789,TE-1,PD-0325901,-0.9
3790,TE-1,Paclitaxel,1.75
3791,TE-1,AZD6244,-0.9
3792,TE-1,PLX4720,-0.9
3793,TE-1,TAE684,-0.66
3794,TE-1,TKI258,-0.9
3795,TE-1,Erlotinib,-0.89
3796,AMO-1,AEW541,0.71
3797,AMO-1,Nilotinib,-0.35
3798,AMO-1,17-AAG,1.59
3799,AMO-1,PHA-665752,-0.62
3800,AMO-1,Lapatinib,0.59
3801,AMO-1,Nutlin-3,-0.74
3802,AMO-1,AZD0530,-0.9
3803,AMO-1,PF2341066,-0.68
3804,AMO-1,L-685458,-0.59
3805,AMO-1,ZD-6474,-0.59
3806,AMO-1,Panobinostat,1.88
3807,AMO-1,Sorafenib,-0.84
3808,AMO-1,Irinotecan,0.89
3809,AMO-1,Topotecan,1.19
3810,AMO-1,LBW242,-0.9
3811,AMO-1,PD-0325901,0.13
3812,AMO-1,PD-0332991,-0.9
3813,AMO-1,Paclitaxel,2.19
3814,AMO-1,AZD6244,-0.9
3815,AMO-1,PLX4720,-0.9
3816,AMO-1,RAF265,-0.38
3817,AMO-1,TAE684,0.41
3818,AMO-1,TKI258,-0.44
3819,AMO-1,Erlotinib,-0.9
3820,NCI-H1155,AEW541,-0.86
3821,NCI-H1155,17-AAG,0.93
3822,NCI-H1155,PHA-665752,-0.9
3823,NCI-H1155,Lapatinib,-0.9
3824,NCI-H1155,Nutlin-3,-0.9
3825,NCI-H1155,AZD0530,-0.9
3826,NCI-H1155,PF2341066,-0.41
3827,NCI-H1155,L-685458,-0.9
3828,NCI-H1155,ZD-6474,-0.9
3829,NCI-H1155,Panobinostat,1.34
3830,NCI-H1155,Sorafenib,-0.9
3831,NCI-H1155,Topotecan,1.28
3832,NCI-H1155,LBW242,-0.9
3833,NCI-H1155,PD-0325901,-0.9
3834,NCI-H1155,Paclitaxel,1.39
3835,NCI-H1155,AZD6244,-0.9
3836,NCI-H1155,PLX4720,-0.9
3837,NCI-H1155,TAE684,0.5
3838,NCI-H1155,TKI258,-0.57
3839,NCI-H1155,Erlotinib,-0.9
3840,HT-1376,AEW541,-0.9
3841,HT-1376,Nilotinib,-0.9
3842,HT-1376,17-AAG,0.44
3843,HT-1376,PHA-665752,-0.9
3844,HT-1376,Lapatinib,-0.85
3845,HT-1376,Nutlin-3,-0.9
3846,HT-1376,AZD0530,-0.9
3847,HT-1376,PF2341066,-0.9
3848,HT-1376,L-685458,-0.9
3849,HT-1376,ZD-6474,-0.04
3850,HT-1376,Panobinostat,0.99
3851,HT-1376,Sorafenib,-0.9
3852,HT-1376,Irinotecan,-0.43
3853,HT-1376,Topotecan,-0.9
3854,HT-1376,LBW242,-0.9
3855,HT-1376,PD-0325901,-0.9
3856,HT-1376,PD-0332991,-0.9
3857,HT-1376,Paclitaxel,2.59
3858,HT-1376,AZD6244,-0.9
3859,HT-1376,PLX4720,-0.9
3860,HT-1376,RAF265,-0.24
3861,HT-1376,TAE684,-0.26
3862,HT-1376,TKI258,-0.58
3863,HT-1376,Erlotinib,-0.4
3864,HCC70,AEW541,-0.9
3865,HCC70,Nilotinib,-0.9
3866,HCC70,17-AAG,1.19
3867,HCC70,PHA-665752,-0.9
3868,HCC70,Lapatinib,-0.87
3869,HCC70,Nutlin-3,-0.9
3870,HCC70,AZD0530,-0.9
3871,HCC70,PF2341066,-0.9
3872,HCC70,L-685458,-0.9
3873,HCC70,ZD-6474,-0.9
3874,HCC70,Panobinostat,1.17
3875,HCC70,Sorafenib,-0.9
3876,HCC70,Irinotecan,1.12
3877,HCC70,Topotecan,1.17
3878,HCC70,LBW242,-0.9
3879,HCC70,PD-0325901,-0.1
3880,HCC70,PD-0332991,-0.9
3881,HCC70,Paclitaxel,2.3
3882,HCC70,AZD6244,-0.9
3883,HCC70,PLX4720,-0.9
3884,HCC70,RAF265,-0.83
3885,HCC70,TAE684,-0.78
3886,HCC70,TKI258,-0.9
3887,HCC70,Erlotinib,-0.9
3888,TT2609-C02,AEW541,-0.42
3889,TT2609-C02,Nilotinib,-0.69
3890,TT2609-C02,17-AAG,1.13
3891,TT2609-C02,PHA-665752,-0.9
3892,TT2609-C02,Lapatinib,-0.9
3893,TT2609-C02,Nutlin-3,-0.9
3894,TT2609-C02,AZD0530,-0.9
3895,TT2609-C02,PF2341066,-0.17
3896,TT2609-C02,L-685458,-0.9
3897,TT2609-C02,ZD-6474,-0.9
3898,TT2609-C02,Panobinostat,1.63
3899,TT2609-C02,Sorafenib,-0.9
3900,TT2609-C02,Irinotecan,1
3901,TT2609-C02,Topotecan,0.73
3902,TT2609-C02,LBW242,-0.9
3903,TT2609-C02,PD-0325901,1.53
3904,TT2609-C02,PD-0332991,-0.48
3905,TT2609-C02,Paclitaxel,2.6
3906,TT2609-C02,AZD6244,0.45
3907,TT2609-C02,PLX4720,-0.9
3908,TT2609-C02,RAF265,0.68
3909,TT2609-C02,TAE684,-0.22
3910,TT2609-C02,TKI258,-0.29
3911,TT2609-C02,Erlotinib,-0.9
3912,SW620,AEW541,-0.25
3913,SW620,Nilotinib,-0.9
3914,SW620,17-AAG,1.41
3915,SW620,PHA-665752,-0.9
3916,SW620,Lapatinib,-0.9
3917,SW620,Nutlin-3,-0.9
3918,SW620,AZD0530,-0.9
3919,SW620,PF2341066,-0.5
3920,SW620,L-685458,-0.9
3921,SW620,ZD-6474,-0.9
3922,SW620,Panobinostat,1.48
3923,SW620,Sorafenib,-0.9
3924,SW620,Irinotecan,1
3925,SW620,Topotecan,0.96
3926,SW620,LBW242,-0.9
3927,SW620,PD-0325901,2
3928,SW620,PD-0332991,-0.9
3929,SW620,Paclitaxel,2.59
3930,SW620,AZD6244,1.24
3931,SW620,PLX4720,-0.9
3932,SW620,RAF265,-0.52
3933,SW620,TAE684,0.01
3934,SW620,TKI258,-0.52
3935,SW620,Erlotinib,-0.9
3936,HT-1080,AEW541,-0.85
3937,HT-1080,17-AAG,0.94
3938,HT-1080,PHA-665752,-0.9
3939,HT-1080,Lapatinib,-0.9
3940,HT-1080,Nutlin-3,-0.78
3941,HT-1080,AZD0530,-0.9
3942,HT-1080,PF2341066,-0.56
3943,HT-1080,L-685458,-0.9
3944,HT-1080,ZD-6474,-0.67
3945,HT-1080,Panobinostat,1.38
3946,HT-1080,Sorafenib,-0.9
3947,HT-1080,Topotecan,0.61
3948,HT-1080,LBW242,-0.9
3949,HT-1080,PD-0325901,0.35
3950,HT-1080,PD-0332991,-0.9
3951,HT-1080,Paclitaxel,2.27
3952,HT-1080,AZD6244,0.13
3953,HT-1080,PLX4720,-0.9
3954,HT-1080,RAF265,-0.03
3955,HT-1080,TAE684,-0.9
3956,HT-1080,TKI258,-0.9
3957,HT-1080,Erlotinib,-0.9
3958,RPMI-7951,AEW541,-0.83
3959,RPMI-7951,17-AAG,1.8
3960,RPMI-7951,PHA-665752,-0.9
3961,RPMI-7951,Lapatinib,-0.9
3962,RPMI-7951,Nutlin-3,-0.9
3963,RPMI-7951,AZD0530,-0.9
3964,RPMI-7951,PF2341066,-0.63
3965,RPMI-7951,L-685458,-0.9
3966,RPMI-7951,ZD-6474,-0.77
3967,RPMI-7951,Panobinostat,1.36
3968,RPMI-7951,Sorafenib,-0.9
3969,RPMI-7951,Topotecan,0.66
3970,RPMI-7951,LBW242,-0.9
3971,RPMI-7951,PD-0325901,-0.9
3972,RPMI-7951,Paclitaxel,2.6
3973,RPMI-7951,AZD6244,-0.9
3974,RPMI-7951,PLX4720,-0.9
3975,RPMI-7951,RAF265,-0.38
3976,RPMI-7951,TAE684,-0.56
3977,RPMI-7951,TKI258,-0.9
3978,RPMI-7951,Erlotinib,-0.9
3979,NCI-H747,AEW541,-0.46
3980,NCI-H747,Nilotinib,-0.9
3981,NCI-H747,17-AAG,1.08
3982,NCI-H747,PHA-665752,-0.9
3983,NCI-H747,Lapatinib,-0.9
3984,NCI-H747,Nutlin-3,-0.9
3985,NCI-H747,AZD0530,-0.9
3986,NCI-H747,PF2341066,-0.79
3987,NCI-H747,L-685458,-0.9
3988,NCI-H747,ZD-6474,-0.9
3989,NCI-H747,Panobinostat,1.45
3990,NCI-H747,Sorafenib,-0.9
3991,NCI-H747,Topotecan,-0.03
3992,NCI-H747,LBW242,-0.9
3993,NCI-H747,PD-0325901,1.66
3994,NCI-H747,PD-0332991,-0.9
3995,NCI-H747,Paclitaxel,1.59
3996,NCI-H747,AZD6244,0.79
3997,NCI-H747,PLX4720,-0.9
3998,NCI-H747,RAF265,-0.9
3999,NCI-H747,TAE684,-0.52
4000,NCI-H747,TKI258,-0.9
4001,NCI-H747,Erlotinib,-0.9
4002,NCI-H1355,AEW541,-0.61
4003,NCI-H1355,Nilotinib,-0.9
4004,NCI-H1355,17-AAG,0.98
4005,NCI-H1355,PHA-665752,-0.9
4006,NCI-H1355,Lapatinib,-0.9
4007,NCI-H1355,Nutlin-3,-0.9
4008,NCI-H1355,AZD0530,-0.9
4009,NCI-H1355,PF2341066,-0.89
4010,NCI-H1355,L-685458,-0.9
4011,NCI-H1355,ZD-6474,-0.9
4012,NCI-H1355,Panobinostat,0.92
4013,NCI-H1355,Sorafenib,-0.9
4014,NCI-H1355,Topotecan,-0.9
4015,NCI-H1355,LBW242,-0.9
4016,NCI-H1355,PD-0325901,0.28
4017,NCI-H1355,PD-0332991,-0.9
4018,NCI-H1355,Paclitaxel,1.74
4019,NCI-H1355,AZD6244,-0.77
4020,NCI-H1355,PLX4720,-0.9
4021,NCI-H1355,RAF265,0.16
4022,NCI-H1355,TAE684,-0.02
4023,NCI-H1355,TKI258,-0.9
4024,NCI-H1355,Erlotinib,-0.74
4025,MKN7,AEW541,-0.9
4026,MKN7,Nilotinib,-0.9
4027,MKN7,17-AAG,0
4028,MKN7,PHA-665752,-0.9
4029,MKN7,Lapatinib,-0.9
4030,MKN7,Nutlin-3,-0.9
4031,MKN7,AZD0530,-0.9
4032,MKN7,PF2341066,-0.9
4033,MKN7,L-685458,-0.9
4034,MKN7,ZD-6474,-0.9
4035,MKN7,Panobinostat,0.85
4036,MKN7,Sorafenib,-0.9
4037,MKN7,Irinotecan,0.38
4038,MKN7,Topotecan,0.22
4039,MKN7,LBW242,-0.9
4040,MKN7,PD-0325901,-0.9
4041,MKN7,PD-0332991,-0.9
4042,MKN7,Paclitaxel,-0.9
4043,MKN7,AZD6244,-0.9
4044,MKN7,PLX4720,-0.9
4045,MKN7,RAF265,-0.9
4046,MKN7,TAE684,-0.74
4047,MKN7,TKI258,-0.9
4048,MKN7,Erlotinib,-0.9
4049,SNU-475,AEW541,-0.51
4050,SNU-475,17-AAG,2.59
4051,SNU-475,PHA-665752,-0.9
4052,SNU-475,Lapatinib,-0.9
4053,SNU-475,Nutlin-3,-0.9
4054,SNU-475,AZD0530,-0.9
4055,SNU-475,PF2341066,-0.9
4056,SNU-475,L-685458,-0.9
4057,SNU-475,ZD-6474,-0.9
4058,SNU-475,Panobinostat,0.84
4059,SNU-475,Sorafenib,-0.9
4060,SNU-475,Topotecan,-0.9
4061,SNU-475,LBW242,-0.9
4062,SNU-475,PD-0325901,-0.9
4063,SNU-475,Paclitaxel,2.15
4064,SNU-475,AZD6244,-0.9
4065,SNU-475,PLX4720,-0.9
4066,SNU-475,RAF265,-0.09
4067,SNU-475,TAE684,-0.9
4068,SNU-475,TKI258,-0.71
4069,SNU-475,Erlotinib,-0.9
4070,CAMA-1,AEW541,-0.9
4071,CAMA-1,Nilotinib,-0.8
4072,CAMA-1,17-AAG,0.85
4073,CAMA-1,PHA-665752,-0.9
4074,CAMA-1,Lapatinib,-0.9
4075,CAMA-1,Nutlin-3,-0.9
4076,CAMA-1,AZD0530,-0.9
4077,CAMA-1,PF2341066,-0.9
4078,CAMA-1,L-685458,-0.82
4079,CAMA-1,ZD-6474,-0.9
4080,CAMA-1,Panobinostat,1.53
4081,CAMA-1,Sorafenib,-0.9
4082,CAMA-1,Irinotecan,0.46
4083,CAMA-1,Topotecan,-0.9
4084,CAMA-1,LBW242,-0.9
4085,CAMA-1,PD-0325901,-0.9
4086,CAMA-1,PD-0332991,-0.9
4087,CAMA-1,Paclitaxel,1.96
4088,CAMA-1,AZD6244,-0.9
4089,CAMA-1,PLX4720,-0.9
4090,CAMA-1,RAF265,-0.79
4091,CAMA-1,TAE684,-0.9
4092,CAMA-1,TKI258,-0.9
4093,CAMA-1,Erlotinib,-0.9
4094,NCI-H1651,AEW541,-0.9
4095,NCI-H1651,Nilotinib,-0.9
4096,NCI-H1651,17-AAG,0.61
4097,NCI-H1651,PHA-665752,-0.9
4098,NCI-H1651,Lapatinib,-0.9
4099,NCI-H1651,Nutlin-3,-0.9
4100,NCI-H1651,AZD0530,-0.9
4101,NCI-H1651,PF2341066,-0.9
4102,NCI-H1651,L-685458,-0.9
4103,NCI-H1651,ZD-6474,-0.9
4104,NCI-H1651,Panobinostat,1.18
4105,NCI-H1651,Sorafenib,-0.9
4106,NCI-H1651,Topotecan,0.14
4107,NCI-H1651,LBW242,-0.9
4108,NCI-H1651,PD-0325901,-0.9
4109,NCI-H1651,PD-0332991,-0.9
4110,NCI-H1651,Paclitaxel,1.65
4111,NCI-H1651,AZD6244,-0.9
4112,NCI-H1651,PLX4720,-0.9
4113,NCI-H1651,RAF265,-0.9
4114,NCI-H1651,TAE684,-0.9
4115,NCI-H1651,TKI258,-0.84
4116,NCI-H1651,Erlotinib,-0.9
4117,SNU-398,AEW541,-0.9
4118,SNU-398,17-AAG,0.26
4119,SNU-398,PHA-665752,-0.9
4120,SNU-398,Lapatinib,-0.9
4121,SNU-398,Nutlin-3,-0.9
4122,SNU-398,AZD0530,-0.9
4123,SNU-398,PF2341066,-0.68
4124,SNU-398,L-685458,-0.9
4125,SNU-398,ZD-6474,-0.9
4126,SNU-398,Panobinostat,1.27
4127,SNU-398,Sorafenib,-0.9
4128,SNU-398,Topotecan,0.27
4129,SNU-398,LBW242,-0.9
4130,SNU-398,PD-0325901,-0.09
4131,SNU-398,Paclitaxel,2.6
4132,SNU-398,AZD6244,-0.9
4133,SNU-398,PLX4720,-0.9
4134,SNU-398,RAF265,-0.6
4135,SNU-398,TAE684,1.33
4136,SNU-398,TKI258,-0.2
4137,SNU-398,Erlotinib,-0.9
4138,NCI-H2452,AEW541,-0.9
4139,NCI-H2452,Nilotinib,-0.9
4140,NCI-H2452,17-AAG,0.83
4141,NCI-H2452,PHA-665752,-0.9
4142,NCI-H2452,Lapatinib,-0.9
4143,NCI-H2452,Nutlin-3,-0.9
4144,NCI-H2452,AZD0530,-0.9
4145,NCI-H2452,PF2341066,-0.9
4146,NCI-H2452,L-685458,-0.9
4147,NCI-H2452,ZD-6474,-0.9
