ID,Primary Cell Line Name,Compound,IC50 (uM)
5552,IGROV1,PD-0332991,-0.9
5553,IGROV1,Paclitaxel,1.56
5554,IGROV1,AZD6244,-0.9
5555,IGROV1,RAF265,-0.9
5556,IGROV1,TAE684,-0.9
5557,IGROV1,TKI258,-0.8
5558,IGROV1,Erlotinib,-0.9
5559,Hey-A8,AEW541,-0.9
5560,Hey-A8,Nilotinib,-0.9
5561,Hey-A8,17-AAG,1.08
5562,Hey-A8,PHA-665752,-0.9
5563,Hey-A8,Lapatinib,-0.9
5564,Hey-A8,Nutlin-3,-0.9
5565,Hey-A8,AZD0530,-0.9
5566,Hey-A8,PF2341066,-0.73
5567,Hey-A8,L-685458,-0.9
5568,Hey-A8,Panobinostat,1.22
5569,Hey-A8,Sorafenib,-0.86
5570,Hey-A8,Irinotecan,0.78
5571,Hey-A8,Topotecan,1.17
5572,Hey-A8,LBW242,-0.9
5573,Hey-A8,PD-0325901,0.2
5574,Hey-A8,PD-0332991,-0.9
5575,Hey-A8,Paclitaxel,1.93
5576,Hey-A8,AZD6244,-0.87
5577,Hey-A8,RAF265,0.5
5578,Hey-A8,TAE684,-0.65
5579,Hey-A8,TKI258,-0.66
5580,Hey-A8,Erlotinib,-0.9
5581,SIG-M5,AEW541,0.19
5582,SIG-M5,Nilotinib,-0.22
5583,SIG-M5,17-AAG,0.77
5584,SIG-M5,PHA-665752,0.35
5585,SIG-M5,Lapatinib,-0.89
5586,SIG-M5,Nutlin-3,-0.16
5587,SIG-M5,AZD0530,-0.9
5588,SIG-M5,PF2341066,-0.46
5589,SIG-M5,L-685458,0.39
5590,SIG-M5,ZD-6474,-0.9
5591,SIG-M5,Panobinostat,2.05
5592,SIG-M5,Sorafenib,-0.7
5593,SIG-M5,Irinotecan,1.17
5594,SIG-M5,Topotecan,1.38
5595,SIG-M5,LBW242,-0.9
5596,SIG-M5,PD-0325901,2.59
5597,SIG-M5,PD-0332991,0.4
5598,SIG-M5,Paclitaxel,2.6
5599,SIG-M5,AZD6244,2.19
5600,SIG-M5,PLX4720,1.47
5601,SIG-M5,RAF265,0.8
5602,SIG-M5,TAE684,0.92
5603,SIG-M5,TKI258,-0.08
5604,SIG-M5,Erlotinib,-0.74
5605,SU-DHL-6,AEW541,0.4
5606,SU-DHL-6,Nilotinib,1
5607,SU-DHL-6,17-AAG,0.48
5608,SU-DHL-6,PHA-665752,-0.9
5609,SU-DHL-6,Lapatinib,0.41
5610,SU-DHL-6,Nutlin-3,-0.9
5611,SU-DHL-6,AZD0530,0.29
5612,SU-DHL-6,PF2341066,-0.01
5613,SU-DHL-6,L-685458,0.93
5614,SU-DHL-6,ZD-6474,0.49
5615,SU-DHL-6,Panobinostat,2.07
5616,SU-DHL-6,Sorafenib,-0.75
5617,SU-DHL-6,Irinotecan,0.94
5618,SU-DHL-6,Topotecan,0.94
5619,SU-DHL-6,LBW242,-0.67
5620,SU-DHL-6,PD-0325901,-0.9
5621,SU-DHL-6,PD-0332991,-0.9
5622,SU-DHL-6,Paclitaxel,2.59
5623,SU-DHL-6,AZD6244,-0.9
5624,SU-DHL-6,PLX4720,-0.9
5625,SU-DHL-6,RAF265,-0.58
5626,SU-DHL-6,TAE684,0.53
5627,SU-DHL-6,TKI258,-0.62
5628,SU-DHL-6,Erlotinib,-0.9
5629,NCI-H810,AEW541,-0.46
5630,NCI-H810,Nilotinib,-0.76
5631,NCI-H810,17-AAG,-0.9
5632,NCI-H810,PHA-665752,-0.9
5633,NCI-H810,Lapatinib,-0.9
5634,NCI-H810,Nutlin-3,-0.9
5635,NCI-H810,AZD0530,-0.9
5636,NCI-H810,PF2341066,-0.9
5637,NCI-H810,L-685458,-0.56
5638,NCI-H810,ZD-6474,-0.9
5639,NCI-H810,Panobinostat,1.92
5640,NCI-H810,Sorafenib,-0.9
5641,NCI-H810,Irinotecan,0.33
5642,NCI-H810,Topotecan,-0.9
5643,NCI-H810,LBW242,-0.9
5644,NCI-H810,PD-0325901,-0.9
5645,NCI-H810,PD-0332991,-0.9
5646,NCI-H810,Paclitaxel,1.94
5647,NCI-H810,AZD6244,-0.9
5648,NCI-H810,PLX4720,-0.9
5649,NCI-H810,RAF265,-0.9
5650,NCI-H810,TAE684,-0.5
5651,NCI-H810,TKI258,-0.9
5652,NCI-H810,Erlotinib,-0.9
5653,IGR-39,AEW541,-0.9
5654,IGR-39,Nilotinib,-0.9
5655,IGR-39,17-AAG,-0.9
5656,IGR-39,PHA-665752,-0.9
5657,IGR-39,Lapatinib,-0.9
5658,IGR-39,Nutlin-3,-0.9
5659,IGR-39,AZD0530,-0.08
5660,IGR-39,PF2341066,-0.9
5661,IGR-39,L-685458,-0.9
5662,IGR-39,ZD-6474,-0.9
5663,IGR-39,Panobinostat,1.27
5664,IGR-39,Sorafenib,-0.9
5665,IGR-39,Irinotecan,0.43
5666,IGR-39,Topotecan,0.28
5667,IGR-39,LBW242,-0.9
5668,IGR-39,PD-0325901,-0.83
5669,IGR-39,PD-0332991,-0.9
5670,IGR-39,Paclitaxel,1.73
5671,IGR-39,AZD6244,-0.9
5672,IGR-39,PLX4720,-0.9
5673,IGR-39,RAF265,-0.64
5674,IGR-39,TAE684,-0.22
5675,IGR-39,TKI258,-0.9
5676,IGR-39,Erlotinib,-0.9
5677,GAMG,AEW541,-0.9
5678,GAMG,17-AAG,0.96
5679,GAMG,PHA-665752,-0.9
5680,GAMG,Lapatinib,-0.9
5681,GAMG,Nutlin-3,-0.9
5682,GAMG,AZD0530,-0.9
5683,GAMG,PF2341066,-0.9
5684,GAMG,L-685458,-0.9
5685,GAMG,ZD-6474,-0.9
5686,GAMG,Panobinostat,0.86
5687,GAMG,Sorafenib,-0.9
5688,GAMG,Topotecan,-0.47
5689,GAMG,LBW242,-0.9
5690,GAMG,PD-0325901,-0.9
5691,GAMG,Paclitaxel,1.77
5692,GAMG,AZD6244,-0.9
5693,GAMG,PLX4720,-0.9
5694,GAMG,TAE684,-0.9
5695,GAMG,TKI258,-0.9
5696,GAMG,Erlotinib,-0.9
5697,KYSE-30,AEW541,-0.9
5698,KYSE-30,Nilotinib,-0.9
5699,KYSE-30,17-AAG,0.09
5700,KYSE-30,PHA-665752,-0.9
5701,KYSE-30,Lapatinib,-0.9
5702,KYSE-30,Nutlin-3,-0.9
5703,KYSE-30,AZD0530,-0.9
5704,KYSE-30,PF2341066,-0.9
5705,KYSE-30,L-685458,-0.9
5706,KYSE-30,ZD-6474,-0.9
5707,KYSE-30,Panobinostat,0.89
5708,KYSE-30,Sorafenib,-0.9
5709,KYSE-30,Irinotecan,0.1
5710,KYSE-30,Topotecan,0.19
5711,KYSE-30,LBW242,-0.9
5712,KYSE-30,PD-0325901,1.08
5713,KYSE-30,PD-0332991,-0.9
5714,KYSE-30,Paclitaxel,2.14
5715,KYSE-30,AZD6244,0.22
5716,KYSE-30,PLX4720,-0.9
5717,KYSE-30,RAF265,-0.9
5718,KYSE-30,TAE684,-0.6
5719,KYSE-30,TKI258,-0.9
5720,KYSE-30,Erlotinib,-0.9
5721,SU-DHL-10,AEW541,0.74
5722,SU-DHL-10,Nilotinib,-0.9
5723,SU-DHL-10,17-AAG,0.65
5724,SU-DHL-10,PHA-665752,-0.9
5725,SU-DHL-10,Lapatinib,0.05
5726,SU-DHL-10,Nutlin-3,-0.9
5727,SU-DHL-10,AZD0530,-0.9
5728,SU-DHL-10,PF2341066,0.75
5729,SU-DHL-10,L-685458,-0.79
5730,SU-DHL-10,ZD-6474,-0.82
5731,SU-DHL-10,Panobinostat,1.74
5732,SU-DHL-10,Sorafenib,-0.9
5733,SU-DHL-10,Irinotecan,0.56
5734,SU-DHL-10,Topotecan,0.97
5735,SU-DHL-10,LBW242,-0.9
5736,SU-DHL-10,PD-0325901,-0.9
5737,SU-DHL-10,PD-0332991,0.59
5738,SU-DHL-10,Paclitaxel,2.51
5739,SU-DHL-10,AZD6244,-0.9
5740,SU-DHL-10,PLX4720,-0.9
5741,SU-DHL-10,RAF265,-0.71
5742,SU-DHL-10,TAE684,1
5743,SU-DHL-10,TKI258,0.68
5744,SU-DHL-10,Erlotinib,-0.9
5745,SK-MES-1,AEW541,-0.29
5746,SK-MES-1,17-AAG,1.57
5747,SK-MES-1,PHA-665752,-0.12
5748,SK-MES-1,Lapatinib,-0.17
5749,SK-MES-1,Nutlin-3,-0.9
5750,SK-MES-1,AZD0530,-0.13
5751,SK-MES-1,PF2341066,-0.69
5752,SK-MES-1,ZD-6474,-0.16
5753,SK-MES-1,Panobinostat,1.13
5754,SK-MES-1,Sorafenib,-0.9
5755,SK-MES-1,Topotecan,1
5756,SK-MES-1,LBW242,-0.52
5757,SK-MES-1,PD-0325901,0.06
5758,SK-MES-1,Paclitaxel,1.72
5759,SK-MES-1,AZD6244,-0.9
5760,SK-MES-1,PLX4720,-0.79
5761,SK-MES-1,TAE684,-0.29
5762,SK-MES-1,TKI258,-0.26
5763,SK-MES-1,Erlotinib,0.02
5764,SK-LU-1,AEW541,-0.88
5765,SK-LU-1,Nilotinib,-0.9
5766,SK-LU-1,17-AAG,1.45
5767,SK-LU-1,PHA-665752,-0.9
5768,SK-LU-1,Lapatinib,-0.9
5769,SK-LU-1,Nutlin-3,-0.9
5770,SK-LU-1,AZD0530,-0.66
5771,SK-LU-1,PF2341066,-0.9
5772,SK-LU-1,L-685458,-0.9
5773,SK-LU-1,ZD-6474,-0.46
5774,SK-LU-1,Panobinostat,0.83
5775,SK-LU-1,Sorafenib,-0.9
5776,SK-LU-1,Irinotecan,0.61
5777,SK-LU-1,Topotecan,0.42
5778,SK-LU-1,LBW242,-0.5
5779,SK-LU-1,PD-0325901,-0.9
5780,SK-LU-1,PD-0332991,-0.9
5781,SK-LU-1,Paclitaxel,1.65
5782,SK-LU-1,AZD6244,-0.9
5783,SK-LU-1,PLX4720,-0.9
5784,SK-LU-1,RAF265,0.06
5785,SK-LU-1,TAE684,-0.34
5786,SK-LU-1,TKI258,-0.6
5787,SK-LU-1,Erlotinib,-0.9
5788,Hs 852.T,AEW541,0.03
5789,Hs 852.T,Nilotinib,-0.86
5790,Hs 852.T,17-AAG,1.37
5791,Hs 852.T,PHA-665752,-0.9
5792,Hs 852.T,Lapatinib,-0.9
5793,Hs 852.T,Nutlin-3,-0.9
5794,Hs 852.T,AZD0530,-0.9
5795,Hs 852.T,PF2341066,-0.56
5796,Hs 852.T,L-685458,-0.9
5797,Hs 852.T,ZD-6474,-0.73
5798,Hs 852.T,Panobinostat,1.19
5799,Hs 852.T,Sorafenib,-0.9
5800,Hs 852.T,Irinotecan,-0.88
5801,Hs 852.T,Topotecan,-0.76
5802,Hs 852.T,LBW242,-0.9
5803,Hs 852.T,PD-0325901,-0.13
5804,Hs 852.T,PD-0332991,-0.9
5805,Hs 852.T,Paclitaxel,1.6
5806,Hs 852.T,AZD6244,-0.9
5807,Hs 852.T,PLX4720,-0.9
5808,Hs 852.T,RAF265,-0.9
5809,Hs 852.T,TAE684,0.17
5810,Hs 852.T,TKI258,-0.9
5811,Hs 852.T,Erlotinib,-0.9
5812,KYSE-70,AEW541,-0.1
5813,KYSE-70,17-AAG,1.22
5814,KYSE-70,PHA-665752,-0.9
5815,KYSE-70,Lapatinib,-0.9
5816,KYSE-70,Nutlin-3,-0.9
5817,KYSE-70,AZD0530,-0.9
5818,KYSE-70,PF2341066,-0.9
5819,KYSE-70,ZD-6474,-0.54
5820,KYSE-70,Panobinostat,1.3
5821,KYSE-70,Sorafenib,-0.9
5822,KYSE-70,Topotecan,-0.2
5823,KYSE-70,LBW242,-0.9
5824,KYSE-70,PD-0325901,0.19
5825,KYSE-70,Paclitaxel,2.13
5826,KYSE-70,AZD6244,-0.9
5827,KYSE-70,PLX4720,-0.9
5828,KYSE-70,TAE684,-0.52
5829,KYSE-70,TKI258,-0.31
5830,KYSE-70,Erlotinib,-0.44
5831,HMCB,AEW541,-0.72
5832,HMCB,Nilotinib,-0.86
5833,HMCB,17-AAG,1.46
5834,HMCB,PHA-665752,-0.9
5835,HMCB,Lapatinib,-0.68
5836,HMCB,Nutlin-3,-0.9
5837,HMCB,AZD0530,-0.9
5838,HMCB,PF2341066,-0.9
5839,HMCB,L-685458,-0.9
5840,HMCB,ZD-6474,-0.49
5841,HMCB,Panobinostat,1.36
5842,HMCB,Sorafenib,-0.86
5843,HMCB,Irinotecan,0.68
5844,HMCB,Topotecan,0.64
5845,HMCB,LBW242,-0.9
5846,HMCB,PD-0325901,-0.74
5847,HMCB,PD-0332991,-0.9
5848,HMCB,Paclitaxel,2.08
5849,HMCB,AZD6244,-0.9
5850,HMCB,PLX4720,-0.9
5851,HMCB,RAF265,0.67
5852,HMCB,TAE684,-0.21
5853,HMCB,TKI258,0.07
5854,HMCB,Erlotinib,-0.56
5855,SNU-16,AEW541,-0.78
5856,SNU-16,Nilotinib,1.31
5857,SNU-16,17-AAG,1.83
5858,SNU-16,PHA-665752,-0.9
5859,SNU-16,Lapatinib,-0.83
5860,SNU-16,Nutlin-3,-0.9
5861,SNU-16,AZD0530,-0.9
5862,SNU-16,PF2341066,-0.83
5863,SNU-16,L-685458,-0.58
5864,SNU-16,ZD-6474,1.4
5865,SNU-16,Panobinostat,1.44
5866,SNU-16,Sorafenib,-0.9
5867,SNU-16,Topotecan,0.65
5868,SNU-16,LBW242,-0.9
5869,SNU-16,PD-0325901,-0.9
5870,SNU-16,PD-0332991,-0.9
5871,SNU-16,Paclitaxel,2.59
5872,SNU-16,AZD6244,-0.9
5873,SNU-16,PLX4720,-0.9
5874,SNU-16,RAF265,0.13
5875,SNU-16,TAE684,0.08
5876,SNU-16,TKI258,0.41
5877,SNU-16,Erlotinib,-0.9
5878,Hs 895.T,AEW541,-0.34
5879,Hs 895.T,Nilotinib,-0.67
5880,Hs 895.T,17-AAG,0.25
5881,Hs 895.T,PHA-665752,-0.9
5882,Hs 895.T,Lapatinib,-0.9
5883,Hs 895.T,Nutlin-3,-0.9
5884,Hs 895.T,AZD0530,-0.9
5885,Hs 895.T,PF2341066,-0.6
5886,Hs 895.T,L-685458,-0.9
5887,Hs 895.T,ZD-6474,-0.9
5888,Hs 895.T,Panobinostat,1.14
5889,Hs 895.T,Sorafenib,-0.9
5890,Hs 895.T,Topotecan,-0.65
5891,Hs 895.T,LBW242,-0.9
5892,Hs 895.T,PD-0325901,0.14
5893,Hs 895.T,PD-0332991,0.35
5894,Hs 895.T,Paclitaxel,-0.9
5895,Hs 895.T,AZD6244,-0.9
5896,Hs 895.T,PLX4720,-0.85
5897,Hs 895.T,RAF265,0.77
5898,Hs 895.T,TAE684,-0.17
5899,Hs 895.T,TKI258,-0.24
5900,Hs 895.T,Erlotinib,-0.9
5901,SNU-475,AEW541,-0.51
5902,SNU-475,17-AAG,2.59
5903,SNU-475,PHA-665752,-0.9
5904,SNU-475,Lapatinib,-0.9
5905,SNU-475,Nutlin-3,-0.9
5906,SNU-475,AZD0530,-0.9
5907,SNU-475,PF2341066,-0.9
5908,SNU-475,L-685458,-0.9
5909,SNU-475,ZD-6474,-0.9
5910,SNU-475,Panobinostat,0.84
5911,SNU-475,Sorafenib,-0.9
5912,SNU-475,Topotecan,-0.9
5913,SNU-475,LBW242,-0.9
5914,SNU-475,PD-0325901,-0.9
5915,SNU-475,Paclitaxel,2.15
5916,SNU-475,AZD6244,-0.9
5917,SNU-475,PLX4720,-0.9
5918,SNU-475,RAF265,-0.09
5919,SNU-475,TAE684,-0.9
5920,SNU-475,TKI258,-0.71
5921,SNU-475,Erlotinib,-0.9
5922,NCI-H2444,AEW541,-0.9
5923,NCI-H2444,Nilotinib,-0.9
5924,NCI-H2444,17-AAG,0.57
5925,NCI-H2444,PHA-665752,-0.9
5926,NCI-H2444,Lapatinib,-0.24
5927,NCI-H2444,Nutlin-3,-0.9
5928,NCI-H2444,AZD0530,-0.9
5929,NCI-H2444,PF2341066,-0.9
5930,NCI-H2444,L-685458,-0.9
5931,NCI-H2444,ZD-6474,-0.9
5932,NCI-H2444,Panobinostat,1.11
5933,NCI-H2444,Sorafenib,-0.9
5934,NCI-H2444,Irinotecan,0.21
5935,NCI-H2444,Topotecan,-0.54
5936,NCI-H2444,LBW242,-0.9
5937,NCI-H2444,PD-0325901,0.57
5938,NCI-H2444,PD-0332991,-0.83
5939,NCI-H2444,Paclitaxel,1.44
5940,NCI-H2444,AZD6244,-0.9
5941,NCI-H2444,PLX4720,-0.9
5942,NCI-H2444,RAF265,-0.76
5943,NCI-H2444,TAE684,-0.9
5944,NCI-H2444,TKI258,-0.9
5945,NCI-H2444,Erlotinib,-0.9
5946,KMS-34,AEW541,0.31
5947,KMS-34,Nilotinib,-0.54
5948,KMS-34,17-AAG,0.77
5949,KMS-34,PHA-665752,-0.9
5950,KMS-34,Lapatinib,-0.71
5951,KMS-34,Nutlin-3,-0.9
5952,KMS-34,AZD0530,-0.9
5953,KMS-34,PF2341066,-0.68
5954,KMS-34,L-685458,-0.02
5955,KMS-34,ZD-6474,-0.9
5956,KMS-34,Panobinostat,1.87
5957,KMS-34,Sorafenib,-0.57
5958,KMS-34,Irinotecan,1.39
5959,KMS-34,Topotecan,1.23
5960,KMS-34,LBW242,-0.9
5961,KMS-34,PD-0325901,-0.9
5962,KMS-34,PD-0332991,-0.18
5963,KMS-34,Paclitaxel,1.84
5964,KMS-34,AZD6244,-0.9
5965,KMS-34,PLX4720,-0.9
5966,KMS-34,RAF265,0.05
5967,KMS-34,TAE684,0.56
5968,KMS-34,TKI258,-0.76
5969,KMS-34,Erlotinib,-0.9
5970,LCLC-103H,AEW541,-0.9
5971,LCLC-103H,Nilotinib,-0.9
5972,LCLC-103H,17-AAG,-0.56
5973,LCLC-103H,PHA-665752,-0.9
5974,LCLC-103H,Lapatinib,-0.9
5975,LCLC-103H,Nutlin-3,-0.9
5976,LCLC-103H,AZD0530,-0.9
5977,LCLC-103H,PF2341066,-0.9
5978,LCLC-103H,L-685458,-0.9
5979,LCLC-103H,ZD-6474,-0.9
5980,LCLC-103H,Panobinostat,0.98
5981,LCLC-103H,Sorafenib,-0.9
5982,LCLC-103H,Irinotecan,-0.06
5983,LCLC-103H,Topotecan,0.01
5984,LCLC-103H,LBW242,-0.9
5985,LCLC-103H,PD-0325901,-0.9
5986,LCLC-103H,PD-0332991,-0.9
5987,LCLC-103H,Paclitaxel,1.68
5988,LCLC-103H,AZD6244,-0.9
5989,LCLC-103H,PLX4720,-0.9
5990,LCLC-103H,RAF265,-0.59
5991,LCLC-103H,TAE684,-0.88
5992,LCLC-103H,TKI258,-0.9
5993,LCLC-103H,Erlotinib,-0.9
5994,DOHH-2,AEW541,-0.09
5995,DOHH-2,Nilotinib,-0.9
5996,DOHH-2,17-AAG,0.39
5997,DOHH-2,PHA-665752,-0.42
5998,DOHH-2,Lapatinib,-0.23
5999,DOHH-2,Nutlin-3,-0.41
6000,DOHH-2,AZD0530,-0.9
6001,DOHH-2,PF2341066,-0.9
6002,DOHH-2,L-685458,0.2
6003,DOHH-2,ZD-6474,-0.58
6004,DOHH-2,Panobinostat,1.84
6005,DOHH-2,Sorafenib,1.18
6006,DOHH-2,Irinotecan,1.02
6007,DOHH-2,Topotecan,0.59
6008,DOHH-2,LBW242,-0.9
6009,DOHH-2,PD-0325901,-0.9
6010,DOHH-2,PD-0332991,-0.61
6011,DOHH-2,Paclitaxel,2.59
6012,DOHH-2,AZD6244,-0.9
6013,DOHH-2,PLX4720,-0.9
6014,DOHH-2,RAF265,-0.06
6015,DOHH-2,TAE684,0.11
6016,DOHH-2,TKI258,0.08
6017,DOHH-2,Erlotinib,-0.9
6018,MDA-MB-468,AEW541,-0.45
6019,MDA-MB-468,Nilotinib,-0.64
6020,MDA-MB-468,17-AAG,0.44
6021,MDA-MB-468,PHA-665752,-0.71
6022,MDA-MB-468,Lapatinib,-0.36
6023,MDA-MB-468,Nutlin-3,-0.9
6024,MDA-MB-468,AZD0530,-0.89
6025,MDA-MB-468,PF2341066,-0.75
6026,MDA-MB-468,L-685458,0.29
6027,MDA-MB-468,ZD-6474,-0.37
6028,MDA-MB-468,Panobinostat,0.55
6029,MDA-MB-468,Sorafenib,-0.38
6030,MDA-MB-468,Irinotecan,0.78
6031,MDA-MB-468,Topotecan,0.71
6032,MDA-MB-468,LBW242,-0.9
6033,MDA-MB-468,PD-0325901,-0.9
6034,MDA-MB-468,PD-0332991,-0.9
6035,MDA-MB-468,Paclitaxel,2.6
6036,MDA-MB-468,AZD6244,-0.9
6037,MDA-MB-468,PLX4720,-0.9
6038,MDA-MB-468,RAF265,-0.01
6039,MDA-MB-468,TAE684,-0.45
6040,MDA-MB-468,TKI258,0
6041,MDA-MB-468,Erlotinib,-0.06
6042,MEC-1,AEW541,-0.9
6043,MEC-1,Nilotinib,-0.78
6044,MEC-1,17-AAG,0.36
6045,MEC-1,PHA-665752,-0.75
6046,MEC-1,Lapatinib,-0.9
6047,MEC-1,Nutlin-3,-0.9
6048,MEC-1,AZD0530,-0.9
6049,MEC-1,PF2341066,-0.81
6050,MEC-1,L-685458,-0.54
6051,MEC-1,ZD-6474,-0.9
6052,MEC-1,Panobinostat,1.75
6053,MEC-1,Sorafenib,-0.87
6054,MEC-1,Irinotecan,1.12
6055,MEC-1,Topotecan,1.24
6056,MEC-1,LBW242,-0.9
6057,MEC-1,PD-0325901,-0.9
6058,MEC-1,PD-0332991,-0.87
6059,MEC-1,Paclitaxel,1.69
6060,MEC-1,AZD6244,-0.9
6061,MEC-1,PLX4720,-0.9
6062,MEC-1,RAF265,-0.52
6063,MEC-1,TAE684,0.05
6064,MEC-1,TKI258,-0.61
6065,MEC-1,Erlotinib,-0.9
6066,NCI-H727,AEW541,-0.01
6067,NCI-H727,Nilotinib,-0.9
6068,NCI-H727,17-AAG,0.46
6069,NCI-H727,PHA-665752,-0.9
6070,NCI-H727,Lapatinib,-0.9
6071,NCI-H727,Nutlin-3,-0.9
6072,NCI-H727,AZD0530,-0.9
6073,NCI-H727,PF2341066,-0.9
6074,NCI-H727,L-685458,-0.9
6075,NCI-H727,ZD-6474,-0.9
6076,NCI-H727,Panobinostat,1.12
6077,NCI-H727,Sorafenib,-0.9
6078,NCI-H727,Irinotecan,-0.88
6079,NCI-H727,Topotecan,-0.9
6080,NCI-H727,LBW242,-0.9
6081,NCI-H727,PD-0325901,1.69
6082,NCI-H727,PD-0332991,-0.9
6083,NCI-H727,Paclitaxel,-0.9
6084,NCI-H727,AZD6244,0.39
6085,NCI-H727,PLX4720,-0.9
6086,NCI-H727,RAF265,-0.9
6087,NCI-H727,TAE684,-0.9
6088,NCI-H727,TKI258,-0.9
6089,NCI-H727,Erlotinib,-0.9
6090,SK-MEL-30,AEW541,-0.72
6091,SK-MEL-30,Nilotinib,-0.9
6092,SK-MEL-30,17-AAG,-0.9
6093,SK-MEL-30,PHA-665752,-0.9
6094,SK-MEL-30,Lapatinib,-0.9
6095,SK-MEL-30,Nutlin-3,-0.9
6096,SK-MEL-30,AZD0530,-0.9
6097,SK-MEL-30,PF2341066,-0.9
6098,SK-MEL-30,L-685458,-0.9
6099,SK-MEL-30,ZD-6474,-0.9
6100,SK-MEL-30,Panobinostat,0.86
6101,SK-MEL-30,Sorafenib,-0.87
6102,SK-MEL-30,Irinotecan,-0.07
6103,SK-MEL-30,Topotecan,-0.26
6104,SK-MEL-30,LBW242,-0.9
6105,SK-MEL-30,PD-0325901,1.92
6106,SK-MEL-30,PD-0332991,-0.9
6107,SK-MEL-30,Paclitaxel,1.82
6108,SK-MEL-30,AZD6244,1.04
6109,SK-MEL-30,PLX4720,-0.9
6110,SK-MEL-30,RAF265,-0.08
6111,SK-MEL-30,TAE684,-0.9
6112,SK-MEL-30,TKI258,-0.9
6113,SK-MEL-30,Erlotinib,-0.9
6114,PK-59,AEW541,-0.82
6115,PK-59,Nilotinib,-0.9
6116,PK-59,17-AAG,0.7
6117,PK-59,PHA-665752,-0.9
6118,PK-59,Lapatinib,-0.79
6119,PK-59,Nutlin-3,-0.9
6120,PK-59,AZD0530,-0.9
6121,PK-59,PF2341066,-0.81
6122,PK-59,L-685458,-0.9
6123,PK-59,ZD-6474,-0.9
6124,PK-59,Panobinostat,0.87
6125,PK-59,Sorafenib,-0.9
6126,PK-59,Irinotecan,-0.19
6127,PK-59,Topotecan,-0.24
6128,PK-59,LBW242,-0.9
6129,PK-59,PD-0325901,0.31
6130,PK-59,PD-0332991,-0.9
6131,PK-59,Paclitaxel,1.74
6132,PK-59,AZD6244,-0.9
6133,PK-59,PLX4720,-0.9
6134,PK-59,RAF265,-0.49
6135,PK-59,TAE684,-0.42
6136,PK-59,TKI258,-0.9
6137,PK-59,Erlotinib,-0.9
6138,BL-41,AEW541,-0.9
6139,BL-41,Nilotinib,-0.9
6140,BL-41,17-AAG,0.12
6141,BL-41,PHA-665752,-0.9
6142,BL-41,Lapatinib,-0.77
6143,BL-41,Nutlin-3,-0.9
6144,BL-41,AZD0530,-0.9
6145,BL-41,PF2341066,-0.84
6146,BL-41,L-685458,-0.9
6147,BL-41,ZD-6474,-0.9
6148,BL-41,Panobinostat,1.39
6149,BL-41,Sorafenib,-0.9
6150,BL-41,Irinotecan,1.32
6151,BL-41,Topotecan,0.83
6152,BL-41,LBW242,-0.9
6153,BL-41,PD-0325901,-0.9
6154,BL-41,PD-0332991,-0.9
6155,BL-41,Paclitaxel,2.55
6156,BL-41,AZD6244,-0.9
6157,BL-41,PLX4720,-0.9
6158,BL-41,RAF265,-0.85
6159,BL-41,TAE684,-0.9
6160,BL-41,TKI258,-0.7
6161,BL-41,Erlotinib,-0.9
6162,NCI-H1650,AEW541,-0.9
6163,NCI-H1650,Nilotinib,-0.9
6164,NCI-H1650,17-AAG,1.51
6165,NCI-H1650,PHA-665752,-0.9
6166,NCI-H1650,Lapatinib,-0.71
6167,NCI-H1650,Nutlin-3,-0.9
6168,NCI-H1650,AZD0530,0.31
6169,NCI-H1650,PF2341066,-0.9
6170,NCI-H1650,L-685458,-0.87
6171,NCI-H1650,ZD-6474,0
6172,NCI-H1650,Panobinostat,0.75
6173,NCI-H1650,Sorafenib,-0.9
6174,NCI-H1650,Topotecan,-0.24
6175,NCI-H1650,LBW242,-0.9
6176,NCI-H1650,PD-0325901,-0.9
6177,NCI-H1650,PD-0332991,-0.9
6178,NCI-H1650,Paclitaxel,2
6179,NCI-H1650,AZD6244,-0.9
6180,NCI-H1650,PLX4720,-0.9
6181,NCI-H1650,RAF265,-0.21
6182,NCI-H1650,TAE684,-0.9
6183,NCI-H1650,TKI258,-0.84
6184,NCI-H1650,Erlotinib,-0.9
6185,SNU-182,AEW541,-0.9
6186,SNU-182,Nilotinib,-0.9
6187,SNU-182,17-AAG,-0.08
6188,SNU-182,PHA-665752,-0.9
6189,SNU-182,Lapatinib,-0.9
6190,SNU-182,Nutlin-3,-0.9
6191,SNU-182,AZD0530,-0.86
6192,SNU-182,PF2341066,-0.9
6193,SNU-182,L-685458,-0.9
6194,SNU-182,ZD-6474,-0.9
6195,SNU-182,Panobinostat,1.01
6196,SNU-182,Sorafenib,-0.9
6197,SNU-182,Topotecan,-0.72
6198,SNU-182,LBW242,-0.9
6199,SNU-182,PD-0325901,-0.9
6200,SNU-182,PD-0332991,-0.9
6201,SNU-182,Paclitaxel,1.32
6202,SNU-182,AZD6244,-0.9
6203,SNU-182,PLX4720,-0.9
6204,SNU-182,RAF265,-0.9
6205,SNU-182,TAE684,-0.9
6206,SNU-182,TKI258,-0.9
6207,SNU-182,Erlotinib,-0.9
6208,OVSAHO,AEW541,-0.9
6209,OVSAHO,Nilotinib,-0.9
6210,OVSAHO,17-AAG,-0.54
6211,OVSAHO,PHA-665752,-0.9
6212,OVSAHO,Lapatinib,-0.9
6213,OVSAHO,Nutlin-3,-0.9
