ID,cell_name,drug_name,IC50
21899,L-363,Temozolomide,-2.18
21900,L-363,SN-38,1.15
21901,L-363,MLN4924,0.43
21902,SIG-M5,Erlotinib,-0.57
21903,SIG-M5,Rapamycin,1.75
21904,SIG-M5,Sunitinib,-0.16
21905,SIG-M5,PHA-665752,-0.89
21906,SIG-M5,MG-132,0.45
21907,SIG-M5,Paclitaxel,2.33
21908,SIG-M5,Cyclopamine,-1.68
21909,SIG-M5,AZ628,1.72
21910,SIG-M5,Sorafenib,-0.29
21911,SIG-M5,VX-680,0.89
21912,SIG-M5,Imatinib,-0.89
21913,SIG-M5,NVP-TAE684,0.51
21914,SIG-M5,Crizotinib,-0.62
21915,SIG-M5,AZD-0530,-0.89
21916,SIG-M5,S-Trityl-L-cysteine,0.07
21917,SIG-M5,Z-LLNle-CHO,0.04
21918,SIG-M5,Dasatinib,-0.35
21919,SIG-M5,GNF-2,-0.7
21920,SIG-M5,CGP-60474,1.53
21921,SIG-M5,CGP-082996,-0.64
21922,SIG-M5,A-770041,-0.46
21923,SIG-M5,WH-4-023,-1.07
21924,SIG-M5,BI-2536,1.27
21925,SIG-M5,BMS-509744,-0.67
21926,SIG-M5,CMK,-0.5
21927,SIG-M5,Pyrimethamine,-0.97
21928,SIG-M5,A-443654,0.91
21929,SIG-M5,GW843682X,1.65
21930,SIG-M5,MS-275,0.24
21931,SIG-M5,Parthenolide,-0.85
21932,SIG-M5,TGX221,-1.4
21933,SIG-M5,Bortezomib,2.45
21934,SIG-M5,XMD8-85,-0.32
21935,SIG-M5,Roscovitine,-0.83
21936,SIG-M5,Salubrinal,-0.95
21937,SIG-M5,Lapatinib,-0.89
21938,SIG-M5,Doxorubicin,1.56
21939,SIG-M5,Etoposide,0.84
21940,SIG-M5,Gemcitabine,2.87
21941,SIG-M5,Mitomycin C,1.18
21942,SIG-M5,Vinorelbine,2.64
21943,SIG-M5,NSC-87877,-1.61
21944,SIG-M5,QS11,0.14
21945,SIG-M5,CP466722,-0.42
21946,SIG-M5,Midostaurin,0.72
21947,SIG-M5,AP-24534,0.83
21948,SIG-M5,JNK-9L,0.89
21949,SIG-M5,PF-562271,-0.06
21950,SIG-M5,HG-6-64-1,0.05
21951,SIG-M5,DMOG,-1.79
21952,SIG-M5,FTI-277,-0.37
21953,SIG-M5,OSU-03012,-0.05
21954,SIG-M5,Shikonin,0.72
21955,SIG-M5,AKT inhibitor VIII,-0.5
21956,SIG-M5,Embelin,-0.14
21957,SIG-M5,FH535,-0.59
21958,SIG-M5,PAC-1,0.09
21959,SIG-M5,IPA-3,-0.32
21960,SIG-M5,GSK-650394,0.06
21961,SIG-M5,BAY 61-3606,0.02
21962,SIG-M5,5-Fluorouracil,0.69
21963,SIG-M5,Thapsigargin,2.42
21964,SIG-M5,Obatoclax Mesylate,1.15
21965,SIG-M5,Bexarotene,1.7
21966,SIG-M5,Bleomycin,0.06
21967,SIG-M5,LFM-A13,-1.34
21968,SIG-M5,GW-2580,-1.53
21969,SIG-M5,Phenformin,-2.43
21970,SIG-M5,Bryostatin 1,2.76
21971,SIG-M5,Pazopanib,-1.38
21972,SIG-M5,LAQ824,1.88
21973,SIG-M5,Epothilone B,3.37
21974,SIG-M5,GSK-1904529A,-0.6
21975,SIG-M5,BMS-345541,-0.22
21976,SIG-M5,Tipifarnib,1.27
21977,SIG-M5,Ruxolitinib,-1.19
21978,SIG-M5,AS601245,-0.5
21979,SIG-M5,AT-7519,0.77
21980,SIG-M5,TAK-715,-1.08
21981,SIG-M5,BX-912,0.4
21982,SIG-M5,ZSTK474,1.75
21983,SIG-M5,AS605240,1.51
21984,SIG-M5,GSK1070916,1.67
21985,SIG-M5,LY317615,-0.64
21986,SIG-M5,GSK429286A,-0.18
21987,SIG-M5,FMK,-1.44
21988,SIG-M5,CAL-101,-0.63
21989,SIG-M5,XL-184,-0.37
21990,SIG-M5,AC220,-0.38
21991,SIG-M5,CP724714,-1.13
21992,SIG-M5,STF-62247,-1.31
21993,SIG-M5,NG-25,0.19
21994,SIG-M5,VX-11e,1.33
21995,SIG-M5,FR-180204,-0.03
21996,SIG-M5,Tubastatin A,-0.81
21997,SIG-M5,YM155,2.03
21998,SIG-M5,NSC-207895,-0.83
21999,SIG-M5,AR-42,1.14
22000,SIG-M5,CUDC-101,1.17
22001,SIG-M5,I-BET 151,0.42
22002,SIG-M5,CAY10603,0.79
22003,SIG-M5,ABT-869,-0.6
22004,SIG-M5,BIX02189,-0.12
22005,SIG-M5,CH5424802,-1.3
22006,SIG-M5,EKB-569,0.82
22007,SIG-M5,GSK2126458,3.07
22008,SIG-M5,Masitinib,-1.16
22009,SIG-M5,MP470,-1.16
22010,SIG-M5,NVP-BHG712,0.98
22011,SIG-M5,OSI-930,-0.49
22012,SIG-M5,OSI-027,1.37
22013,SIG-M5,CX-5461,0.56
22014,SIG-M5,PHA-793887,1.26
22015,SIG-M5,PI-103,1.52
22016,SIG-M5,PIK-93,0.76
22017,SIG-M5,TPCA-1,0.24
22018,SIG-M5,TG101348,0.45
22019,SIG-M5,XL-880,0.5
22020,SIG-M5,Y-39983,-0.4
22021,SIG-M5,YM201636,0.13
22022,SIG-M5,AV-951,0.33
22023,SIG-M5,GSK690693,-0.13
22024,SIG-M5,SNX-2112,1.98
22025,SIG-M5,QL-X-138,0.46
22026,SIG-M5,T0901317,-0.64
22027,SIG-M5,EX-527,-1.47
22028,FU-OV-1,Doxorubicin,-0.05
22029,FU-OV-1,Etoposide,-1.08
22030,FU-OV-1,Gemcitabine,-1.14
22031,FU-OV-1,Mitomycin C,-1.36
22032,FU-OV-1,Vinorelbine,1.1
22033,FU-OV-1,NSC-87877,-2.33
22034,FU-OV-1,QS11,-2.46
22035,FU-OV-1,CP466722,-1.13
22036,FU-OV-1,Midostaurin,-1.02
22037,FU-OV-1,AP-24534,-0.03
22038,FU-OV-1,JNK-9L,0
22039,FU-OV-1,PF-562271,-1.03
22040,FU-OV-1,HG-6-64-1,0.1
22041,FU-OV-1,DMOG,-3.62
22042,FU-OV-1,FTI-277,-1.2
22043,FU-OV-1,OSU-03012,-0.94
22044,FU-OV-1,Shikonin,0.14
22045,FU-OV-1,AKT inhibitor VIII,-0.68
22046,FU-OV-1,Embelin,-1.24
22047,FU-OV-1,FH535,-0.92
22048,FU-OV-1,PAC-1,-1.58
22049,FU-OV-1,IPA-3,-2.63
22050,FU-OV-1,GSK-650394,-1.8
22051,FU-OV-1,BAY 61-3606,-0.46
22052,FU-OV-1,5-Fluorouracil,-2.96
22053,FU-OV-1,Thapsigargin,1.26
22054,FU-OV-1,Obatoclax Mesylate,0.1
22055,FU-OV-1,BMS-754807,-0.41
22056,FU-OV-1,OSI-906,0.62
22057,FU-OV-1,Bexarotene,-1.98
22058,FU-OV-1,Bleomycin,-1.48
22059,FU-OV-1,LFM-A13,-1.66
22060,FU-OV-1,GW-2580,-2.76
22061,FU-OV-1,Phenformin,-3.52
22062,FU-OV-1,Bryostatin 1,0.63
22063,FU-OV-1,Pazopanib,-2.03
22064,FU-OV-1,LAQ824,1.51
22065,FU-OV-1,Epothilone B,1.21
22066,FU-OV-1,GSK-1904529A,-1.01
22067,FU-OV-1,BMS-345541,-1.65
22068,FU-OV-1,Tipifarnib,-0.78
22069,FU-OV-1,Ruxolitinib,-2.13
22070,FU-OV-1,AS601245,-0.81
22071,FU-OV-1,SB-715992,0.54
22072,FU-OV-1,AT-7519,-0.58
22073,FU-OV-1,TAK-715,-1.54
22074,FU-OV-1,BX-912,-1.31
22075,FU-OV-1,ZSTK474,0.41
22076,FU-OV-1,AS605240,-0.81
22077,FU-OV-1,GSK1070916,-0.68
22078,FU-OV-1,LY317615,-2.19
22079,FU-OV-1,GSK429286A,-2.76
22080,FU-OV-1,FMK,-2.65
22081,FU-OV-1,CAL-101,-1.41
22082,FU-OV-1,XL-184,-0.96
22083,FU-OV-1,AC220,-1.11
22084,FU-OV-1,CP724714,-2.09
22085,FU-OV-1,STF-62247,-2.24
22086,FU-OV-1,NG-25,-1.55
22087,FU-OV-1,VX-11e,-1.11
22088,FU-OV-1,FR-180204,-1.69
22089,FU-OV-1,Tubastatin A,-2.69
22090,FU-OV-1,NSC-207895,-1.72
22091,FU-OV-1,AR-42,-0.94
22092,FU-OV-1,CUDC-101,-0.51
22093,FU-OV-1,I-BET 151,-1.14
22094,FU-OV-1,CAY10603,-0.14
22095,FU-OV-1,ABT-869,-1.47
22096,FU-OV-1,BIX02189,-1.99
22097,FU-OV-1,CH5424802,-1.76
22098,FU-OV-1,EKB-569,-0.47
22099,FU-OV-1,GSK2126458,2.33
22100,FU-OV-1,Masitinib,-1.57
22101,FU-OV-1,MP470,-2.01
22102,FU-OV-1,NVP-BHG712,-1.12
22103,FU-OV-1,OSI-930,-2.02
22104,FU-OV-1,OSI-027,-0.85
22105,FU-OV-1,CX-5461,-2.47
22106,FU-OV-1,PHA-793887,-1.1
22107,FU-OV-1,PI-103,0.01
22108,FU-OV-1,PIK-93,-1.27
22109,FU-OV-1,TPCA-1,-1.4
22110,FU-OV-1,TG101348,-0.27
22111,FU-OV-1,XL-880,0.1
22112,FU-OV-1,Y-39983,-2.25
22113,FU-OV-1,YM201636,-0.81
22114,FU-OV-1,AV-951,-0.36
22115,FU-OV-1,GSK690693,-2.46
22116,FU-OV-1,SNX-2112,-0.77
22117,FU-OV-1,QL-X-138,-0.37
22118,FU-OV-1,T0901317,-2.19
22119,FU-OV-1,EX-527,-2.73
22120,FU-OV-1,AICAR,-4.31
22121,FU-OV-1,Camptothecin,0.89
22122,FU-OV-1,Vinblastine,0.68
22123,FU-OV-1,Cisplatin,-1.65
22124,FU-OV-1,Cytarabine,-0.62
22125,FU-OV-1,Docetaxel,1.66
22126,FU-OV-1,Methotrexate,-0.23
22127,FU-OV-1,ATRA,-2.2
22128,FU-OV-1,Gefitinib,-0.59
22129,FU-OV-1,ABT-263,-1.33
22130,FU-OV-1,Vorinostat,-1.02
22131,FU-OV-1,Nilotinib,-1.62
22132,FU-OV-1,RDEA119,-0.91
22133,FU-OV-1,CI-1040,-1.07
22134,FU-OV-1,Temsirolimus,0.29
22135,FU-OV-1,Olaparib,-1.92
22136,FU-OV-1,ABT-888,-2.09
22137,FU-OV-1,Bosutinib,-1.37
22138,FU-OV-1,Lenalidomide,-2.04
22139,FU-OV-1,Axitinib,-1.52
22140,FU-OV-1,AZD7762,-0.23
22141,FU-OV-1,GW 441756,-1.65
22142,FU-OV-1,CEP-701,-1.11
22143,FU-OV-1,SB 216763,-1.85
22144,FU-OV-1,17-AAG,-0.49
22145,FU-OV-1,VX-702,-1.53
22146,FU-OV-1,AMG-706,-1.67
22147,FU-OV-1,KU-55933,-1.82
22148,FU-OV-1,Elesclomol,1.52
22149,FU-OV-1,Afatinib,-0.38
22150,FU-OV-1,Vismodegib,-1.94
22151,FU-OV-1,PLX4720,-2.46
22152,FU-OV-1,BX-795,-1.91
22153,FU-OV-1,NU-7441,-1.25
22154,FU-OV-1,SL 0101-1,-1.97
22155,FU-OV-1,BIRB 0796,-2.44
22156,FU-OV-1,JNK Inhibitor VIII,-2.03
22157,FU-OV-1,Nutlin-3a,-1.91
22158,FU-OV-1,PD-173074,-1.45
22159,FU-OV-1,ZM-447439,-1.6
22160,FU-OV-1,RO-3306,-1.6
22161,FU-OV-1,MK-2206,-1.07
22162,FU-OV-1,PD-0332991,-1.85
22163,FU-OV-1,NVP-BEZ235,0.51
22164,FU-OV-1,GDC0941,-0.58
22165,FU-OV-1,AZD8055,-0.92
22166,FU-OV-1,PD-0325901,0.36
22167,FU-OV-1,SB590885,-2.12
22168,FU-OV-1,CCT007093,-1.29
22169,FU-OV-1,EHT 1864,-2.07
22170,FU-OV-1,PF-4708671,-1.65
22171,FU-OV-1,JNJ-26854165,-1.28
22172,FU-OV-1,TW 37,-0.06
22173,FU-OV-1,CCT018159,-1.66
22174,FU-OV-1,AG-014699,-1.98
22175,FU-OV-1,SB-505124,-1.73
22176,FU-OV-1,Tamoxifen,-1.82
22177,FU-OV-1,PFI-1,-0.79
22178,FU-OV-1,IOX2,-0.23
22179,FU-OV-1,YK 4-279,-1.36
22180,FU-OV-1,(5Z)-7-Oxozeaenol,-0.5
22181,FU-OV-1,piperlongumine,-0.82
22182,FU-OV-1,FK866,-0.43
22183,FU-OV-1,BMN-673,-1.82
22184,FU-OV-1,UNC1215,-1.28
22185,FU-OV-1,SGC0946,-1.05
22186,FU-OV-1,XAV 939,-1.71
22187,FU-OV-1,Trametinib,0.19
22188,FU-OV-1,Dabrafenib,-2.01
22189,FU-OV-1,Temozolomide,-2.58
22190,FU-OV-1,SN-38,1.07
22191,FU-OV-1,MLN4924,-1.32
22192,NCI-H2030,Doxorubicin,1.56
22193,NCI-H2030,Etoposide,0.57
22194,NCI-H2030,Gemcitabine,1.46
22195,NCI-H2030,Mitomycin C,0.61
22196,NCI-H2030,Vinorelbine,2.39
22197,NCI-H2030,NSC-87877,-2.43
22198,NCI-H2030,QS11,-0.68
22199,NCI-H2030,CP466722,-0.76
22200,NCI-H2030,Midostaurin,0.82
22201,NCI-H2030,AP-24534,0.58
22202,NCI-H2030,JNK-9L,0.64
22203,NCI-H2030,HG-6-64-1,0.32
22204,NCI-H2030,DMOG,-2.05
22205,NCI-H2030,FTI-277,-0.89
22206,NCI-H2030,OSU-03012,-0.72
22207,NCI-H2030,Shikonin,0.23
22208,NCI-H2030,AKT inhibitor VIII,-0.33
22209,NCI-H2030,Embelin,-1.2
22210,NCI-H2030,FH535,-0.76
22211,NCI-H2030,PAC-1,-0.63
22212,NCI-H2030,IPA-3,-2.18
22213,NCI-H2030,GSK-650394,-0.87
22214,NCI-H2030,BAY 61-3606,-0.46
22215,NCI-H2030,5-Fluorouracil,-1.4
22216,NCI-H2030,Thapsigargin,2.21
22217,NCI-H2030,Obatoclax Mesylate,0.58
22218,NCI-H2030,BMS-754807,-0.25
22219,NCI-H2030,OSI-906,-0.7
22220,NCI-H2030,Bexarotene,-1.26
22221,NCI-H2030,Bleomycin,-0.64
22222,NCI-H2030,LFM-A13,-1.82
22223,NCI-H2030,GW-2580,-2.48
22224,NCI-H2030,Phenformin,-3.42
22225,NCI-H2030,Bryostatin 1,2.13
22226,NCI-H2030,Pazopanib,-1.76
22227,NCI-H2030,LAQ824,1.3
22228,NCI-H2030,Epothilone B,3.09
22229,NCI-H2030,GSK-1904529A,-1.06
22230,NCI-H2030,BMS-345541,-1.09
22231,NCI-H2030,Tipifarnib,-0.26
22232,NCI-H2030,Ruxolitinib,-1.68
22233,NCI-H2030,AS601245,-0.66
22234,NCI-H2030,SB-715992,1.28
22235,NCI-H2030,AT-7519,0.09
22236,NCI-H2030,TAK-715,-1.87
22237,NCI-H2030,BX-912,-1.37
22238,NCI-H2030,ZSTK474,-0.47
22239,NCI-H2030,AS605240,-1.13
22240,NCI-H2030,GSK1070916,-0.73
22241,NCI-H2030,LY317615,-0.13
22242,NCI-H2030,GSK429286A,-2.24
22243,NCI-H2030,FMK,-2.01
22244,NCI-H2030,CAL-101,-1.67
22245,NCI-H2030,XL-184,-1.2
22246,NCI-H2030,AC220,-0.79
22247,NCI-H2030,CP724714,-1.52
22248,NCI-H2030,STF-62247,-1.83
22249,NCI-H2030,NG-25,-0.88
22250,NCI-H2030,VX-11e,-1.25
22251,NCI-H2030,FR-180204,-1.86
22252,NCI-H2030,Tubastatin A,-1.96
22253,NCI-H2030,YM155,2.24
22254,NCI-H2030,NSC-207895,-1.76
22255,NCI-H2030,AR-42,-0.01
22256,NCI-H2030,CUDC-101,0.03
22257,NCI-H2030,I-BET 151,-1.88
22258,NCI-H2030,CAY10603,-0.41
22259,NCI-H2030,ABT-869,-1.06
22260,NCI-H2030,BIX02189,-1.66
22261,NCI-H2030,CH5424802,-1.16
22262,NCI-H2030,EKB-569,-0.02
22263,NCI-H2030,GSK2126458,1.36
22264,NCI-H2030,Masitinib,-1.39
22265,NCI-H2030,MP470,-2.21
22266,NCI-H2030,NVP-BHG712,-1.08
22267,NCI-H2030,OSI-930,-1.7
22268,NCI-H2030,OSI-027,-0.21
22269,NCI-H2030,CX-5461,-1.38
22270,NCI-H2030,PHA-793887,-0.69
22271,NCI-H2030,PI-103,-0.01
22272,NCI-H2030,PIK-93,-1
22273,NCI-H2030,TPCA-1,-1.03
22274,NCI-H2030,TG101348,-0.81
22275,NCI-H2030,XL-880,0.12
22276,NCI-H2030,Y-39983,-1.83
22277,NCI-H2030,YM201636,-0.38
22278,NCI-H2030,AV-951,-0.19
22279,NCI-H2030,GSK690693,-1.85
22280,NCI-H2030,SNX-2112,0.9
22281,NCI-H2030,QL-X-138,-0.42
22282,NCI-H2030,T0901317,-2.03
22283,NCI-H2030,EX-527,-2.5
22284,NCI-H2030,ABT-263,-1.06
22285,NCI-H2030,RDEA119,-0.71
22286,NCI-H2030,17-AAG,1.27
22287,NCI-H2030,AMG-706,-0.91
22288,NCI-H2030,KU-55933,-1.1
22289,NCI-H2030,PLX4720,-2.21
22290,NCI-H2030,BX-795,-1.1
22291,NCI-H2030,NU-7441,-0.69
22292,NCI-H2030,SL 0101-1,-2.15
22293,NCI-H2030,BIRB 0796,-2.24
22294,NCI-H2030,JNK Inhibitor VIII,-1.24
22295,NCI-H2030,Nutlin-3a,-1.45
22296,NCI-H2030,PD-173074,-1.01
22297,NCI-H2030,ZM-447439,-1.08
22298,NCI-H2030,RO-3306,-1.7
22299,NCI-H2030,NVP-BEZ235,1.57
22300,NCI-H2030,GDC0941,-0.16
22301,NCI-H2030,AZD8055,-0.14
22302,NCI-H2030,PD-0325901,-0.16
22303,NCI-H2030,SB590885,-1.36
22304,NCI-H2030,CCT007093,-2
22305,NCI-H2030,EHT 1864,-2.05
22306,NCI-H2030,PF-4708671,-1.3
22307,NCI-H2030,JNJ-26854165,-1.47
22308,NCI-H2030,TW 37,-0.06
22309,NCI-H2030,CCT018159,-0.62
22310,NCI-H2030,AG-014699,-0.83
22311,NCI-H2030,SB-505124,-1.73
22312,NCI-H2030,Tamoxifen,-1.24
22313,NCI-H2030,PFI-1,-1.25
22314,NCI-H2030,IOX2,-0.18
22315,NCI-H2030,YK 4-279,-0.77
22316,NCI-H2030,(5Z)-7-Oxozeaenol,-0.37
22317,NCI-H2030,piperlongumine,-0.64
22318,NCI-H2030,FK866,1.81
22319,NCI-H2030,BMN-673,-0.6
22320,NCI-H2030,UNC1215,-1.18
22321,NCI-H2030,SGC0946,-0.84
22322,NCI-H2030,XAV 939,-1.02
22323,NCI-H2030,Trametinib,1.03
22324,NCI-H2030,Dabrafenib,-1.44
22325,NCI-H2030,Temozolomide,-2.57
22326,NCI-H2030,SN-38,1.83
22327,NCI-H2030,MLN4924,0.68
22328,HCC-15,Doxorubicin,0.48
22329,HCC-15,Etoposide,-0.75
22330,HCC-15,Gemcitabine,0.62
22331,HCC-15,Mitomycin C,0.51
22332,HCC-15,Vinorelbine,2.4
22333,HCC-15,NSC-87877,-2.61
22334,HCC-15,QS11,-1.11
22335,HCC-15,CP466722,-1.68
22336,HCC-15,Midostaurin,0.1
22337,HCC-15,AP-24534,-1.13
22338,HCC-15,JNK-9L,-0.12
22339,HCC-15,PF-562271,-0.97
22340,HCC-15,HG-6-64-1,-0.94
22341,HCC-15,DMOG,-2.51
22342,HCC-15,FTI-277,-0.92
22343,HCC-15,OSU-03012,-0.76
22344,HCC-15,Shikonin,-0.22
22345,HCC-15,AKT inhibitor VIII,-1.16
22346,HCC-15,Embelin,-1.36
22347,HCC-15,FH535,-0.82
22348,HCC-15,PAC-1,-1.83
22349,HCC-15,IPA-3,-2.84
22350,HCC-15,GSK-650394,-1.62
22351,HCC-15,BAY 61-3606,-2.16
22352,HCC-15,5-Fluorouracil,-2.28
22353,HCC-15,Thapsigargin,2.07
22354,HCC-15,Obatoclax Mesylate,0.16
22355,HCC-15,BMS-754807,-0.58
22356,HCC-15,OSI-906,-1.57
22357,HCC-15,Bexarotene,-0.72
22358,HCC-15,Bleomycin,-1.31
22359,HCC-15,LFM-A13,-1.85
22360,HCC-15,GW-2580,-2.67
22361,HCC-15,Phenformin,-3.34
22362,HCC-15,Bryostatin 1,1.11
22363,HCC-15,Pazopanib,-1.53
22364,HCC-15,LAQ824,0.98
22365,HCC-15,Epothilone B,2.79
22366,HCC-15,GSK-1904529A,-1.16
22367,HCC-15,BMS-345541,-1.55
22368,HCC-15,Tipifarnib,-0.58
22369,HCC-15,Ruxolitinib,-2.1
22370,HCC-15,AS601245,-1.13
22371,HCC-15,SB-715992,0.46
22372,HCC-15,AT-7519,-1.02
22373,HCC-15,TAK-715,-1.96
22374,HCC-15,BX-912,-1.55
22375,HCC-15,ZSTK474,-1.09
22376,HCC-15,AS605240,-1.14
22377,HCC-15,GSK1070916,-1.15
22378,HCC-15,LY317615,-1.08
22379,HCC-15,GSK429286A,-2.36
22380,HCC-15,FMK,-2.35
22381,HCC-15,CAL-101,-2.22
22382,HCC-15,XL-184,-1.78
22383,HCC-15,AC220,-1.32
22384,HCC-15,CP724714,-2.23
22385,HCC-15,STF-62247,-2.34
22386,HCC-15,NG-25,-1.62
22387,HCC-15,VX-11e,-1.5
22388,HCC-15,FR-180204,-2.59
22389,HCC-15,Tubastatin A,-2.43
22390,HCC-15,YM155,1.88
22391,HCC-15,NSC-207895,-2.26
22392,HCC-15,AR-42,-1.12
22393,HCC-15,CUDC-101,-1.04
22394,HCC-15,I-BET 151,-2.53
22395,HCC-15,CAY10603,-1.23
22396,HCC-15,ABT-869,-1.23
22397,HCC-15,BIX02189,-2.38
22398,HCC-15,CH5424802,-1.56
22399,HCC-15,EKB-569,-1.18
22400,HCC-15,GSK2126458,0.64
22401,HCC-15,Masitinib,-1.87
22402,HCC-15,MP470,-2.47
22403,HCC-15,NVP-BHG712,-1.59
22404,HCC-15,OSI-930,-2.05
22405,HCC-15,OSI-027,-1.25
22406,HCC-15,CX-5461,-2.32
22407,HCC-15,PHA-793887,-1.72
22408,HCC-15,PI-103,-1.15
22409,HCC-15,PIK-93,-1.92
22410,HCC-15,TPCA-1,-1.72
22411,HCC-15,TG101348,-1.33
22412,HCC-15,XL-880,-0.39
22413,HCC-15,Y-39983,-2.31
22414,HCC-15,YM201636,-1.73
22415,HCC-15,AV-951,-0.34
22416,HCC-15,GSK690693,-2
22417,HCC-15,SNX-2112,-0.66
22418,HCC-15,QL-X-138,-1.11
22419,HCC-15,T0901317,-1.96
22420,HCC-15,EX-527,-2.57
22421,HCC-15,AICAR,-3.46
22422,HCC-15,Camptothecin,1.71
22423,HCC-15,Vinblastine,2.08
22424,HCC-15,Cisplatin,-1.72
22425,HCC-15,Cytarabine,-0.86
22426,HCC-15,Docetaxel,2.91
22427,HCC-15,Methotrexate,-0.51
22428,HCC-15,ATRA,-1.45
22429,HCC-15,Gefitinib,-0.54
22430,HCC-15,ABT-263,0.5
22431,HCC-15,Vorinostat,-0.31
22432,HCC-15,Nilotinib,-0.79
22433,HCC-15,RDEA119,0.49
22434,HCC-15,CI-1040,0.36
22435,HCC-15,Temsirolimus,0.83
22436,HCC-15,Olaparib,-1.28
22437,HCC-15,ABT-888,-1.61
22438,HCC-15,Bosutinib,-1.13
22439,HCC-15,Lenalidomide,-1.78
22440,HCC-15,Axitinib,-0.86
22441,HCC-15,AZD7762,-0.5
22442,HCC-15,GW 441756,-0.96
22443,HCC-15,CEP-701,0.21
22444,HCC-15,17-AAG,0.99
22445,HCC-15,VX-702,-1.02
22446,HCC-15,AMG-706,-1.72
22447,HCC-15,KU-55933,-1.59
22448,HCC-15,Elesclomol,1.37
22449,HCC-15,Afatinib,-0.82
22450,HCC-15,Vismodegib,-1.97
22451,HCC-15,PLX4720,-1.72
22452,HCC-15,BX-795,-0.36
22453,HCC-15,NU-7441,-1.04
22454,HCC-15,SL 0101-1,-2.23
22455,HCC-15,BIRB 0796,-2.39
22456,HCC-15,JNK Inhibitor VIII,-2.32
22457,HCC-15,Nutlin-3a,-2.07
22458,HCC-15,PD-173074,-1.54
22459,HCC-15,ZM-447439,-0.78
22460,HCC-15,RO-3306,-0.78
22461,HCC-15,MK-2206,-0.68
22462,HCC-15,PD-0332991,-1.27
22463,HCC-15,NVP-BEZ235,1.25
22464,HCC-15,GDC0941,-0.58
22465,HCC-15,AZD8055,0.17
22466,HCC-15,PD-0325901,1.58
22467,HCC-15,SB590885,-1.33
22468,HCC-15,CCT007093,-1.84
22469,HCC-15,EHT 1864,-1.53
22470,HCC-15,PF-4708671,-1.61
22471,HCC-15,JNJ-26854165,-1.51
22472,HCC-15,TW 37,0.17
22473,HCC-15,ZG-10,-0.83
22474,HCC-15,XMD8-92,-1.48
22475,HCC-15,CCT018159,-1.54
22476,HCC-15,AG-014699,-1.69
22477,HCC-15,SB-505124,-1.91
22478,HCC-15,Tamoxifen,-1.51
22479,HCC-15,PFI-1,-0.98
22480,HCC-15,IOX2,-0.35
22481,HCC-15,(5Z)-7-Oxozeaenol,-0.61
22482,HCC-15,piperlongumine,-1.15
22483,HCC-15,FK866,-1.32
22484,HCC-15,BMN-673,-1.46
22485,HCC-15,UNC1215,-0.61
22486,HCC-15,SGC0946,-0.78
22487,HCC-15,XAV 939,-0.8
22488,HCC-15,Trametinib,2.78
22489,HCC-15,Dabrafenib,-1.48
22490,HCC-15,Temozolomide,-2.6
22491,HCC-15,SN-38,1.05
22492,NCI-H2085,Doxorubicin,0.67
22493,NCI-H2085,Etoposide,-0.7
22494,NCI-H2085,Gemcitabine,0.44
22495,NCI-H2085,Mitomycin C,-0.55
22496,NCI-H2085,Vinorelbine,1.09
22497,NCI-H2085,NSC-87877,-2.43
22498,NCI-H2085,QS11,-2.26
22499,NCI-H2085,CP466722,-0.91
22500,NCI-H2085,Midostaurin,0.43
22501,NCI-H2085,AP-24534,-0.19
22502,NCI-H2085,JNK-9L,0.08
22503,NCI-H2085,PF-562271,-0.78
22504,NCI-H2085,HG-6-64-1,-0.35
22505,NCI-H2085,DMOG,-2.24
22506,NCI-H2085,FTI-277,-1.14
22507,NCI-H2085,OSU-03012,-0.66
22508,NCI-H2085,Shikonin,0.52
22509,NCI-H2085,AKT inhibitor VIII,-0.68
22510,NCI-H2085,Embelin,-0.95
22511,NCI-H2085,FH535,-0.78
22512,NCI-H2085,PAC-1,-0.85
22513,NCI-H2085,IPA-3,-0.92
22514,NCI-H2085,GSK-650394,-1.2
22515,NCI-H2085,BAY 61-3606,-0.98
22516,NCI-H2085,5-Fluorouracil,-0.94
22517,NCI-H2085,Thapsigargin,2.04
22518,NCI-H2085,Obatoclax Mesylate,1.08
22519,NCI-H2085,BMS-754807,-0.64
22520,NCI-H2085,OSI-906,-1.02
22521,NCI-H2085,Bexarotene,-1.41
22522,NCI-H2085,Bleomycin,-0.36
22523,NCI-H2085,LFM-A13,-1.95
22524,NCI-H2085,GW-2580,-2.43
22525,NCI-H2085,Phenformin,-3.5
22526,NCI-H2085,Bryostatin 1,0.88
22527,NCI-H2085,Pazopanib,-1.84
22528,NCI-H2085,LAQ824,1.23
22529,NCI-H2085,Epothilone B,2.11
22530,NCI-H2085,GSK-1904529A,-0.56
22531,NCI-H2085,BMS-345541,-1.15
22532,NCI-H2085,Tipifarnib,-0.76
22533,NCI-H2085,Ruxolitinib,-1.85
22534,NCI-H2085,AS601245,-0.88
22535,NCI-H2085,SB-715992,0.94
22536,NCI-H2085,AT-7519,-0.27
22537,NCI-H2085,TAK-715,-1.41
22538,NCI-H2085,BX-912,-1.75
22539,NCI-H2085,ZSTK474,0.57
22540,NCI-H2085,AS605240,-0.67
22541,NCI-H2085,GSK1070916,-0.84
22542,NCI-H2085,LY317615,-1.09
22543,NCI-H2085,GSK429286A,-2.23
22544,NCI-H2085,FMK,-2.35
22545,NCI-H2085,CAL-101,-1
